date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:21:49	20707/20707	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:21:49%20GMT	http://www.evoolution.ca/contact	E:/evoolution/evoolution/www.evoolution.ca/contact.html	(from http://www.evoolution.ca/)
18:21:49	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22sjdyfcq+w90k5arf95b0/g==%22	http://www.evoolution.ca/images/site/cart_5.png	E:/evoolution/evoolution/www.evoolution.ca/images/site/cart_5.png	(from http://www.evoolution.ca/)
18:21:49	10308/10308	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:21:50%20GMT	http://www.evoolution.ca/OrderRetrievev2.aspx	E:/evoolution/evoolution/www.evoolution.ca/OrderRetrievev2.html	(from http://www.evoolution.ca/)
18:21:50	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/jpeg	etag:W/%22izw902hwybrxyltblfz7wa==%22	http://www.evoolution.ca/images/site/featured_item_header.jpg	E:/evoolution/evoolution/www.evoolution.ca/images/site/featured_item_header.jpg	(from http://www.evoolution.ca/)
18:21:50	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22ek1ybcyrjzaz7igvj6vcva==%22	http://www.evoolution.ca/images/oils/basil_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/images/oils/basil_olive_oil_sm.png	(from http://www.evoolution.ca/)
18:21:50	15797/15797	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:21:50%20GMT	http://www.evoolution.ca/oils_/basil-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/basil-olive-oil.html	(from http://www.evoolution.ca/)
18:21:51	15125/15125	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:21:51%20GMT	http://www.evoolution.ca/privacy	E:/evoolution/evoolution/www.evoolution.ca/privacy.html	(from http://www.evoolution.ca/)
18:21:51	13168/13168	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:21:51%20GMT	http://www.evoolution.ca/shipping	E:/evoolution/evoolution/www.evoolution.ca/shipping.html	(from http://www.evoolution.ca/)
18:21:51	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	application/javascript	etag:W/%22027459dbcd31:0%22	http://www.evoolution.ca/CatalystScripts/ValidationFunctions.js	E:/evoolution/evoolution/www.evoolution.ca/CatalystScripts/ValidationFunctions.js	(from http://www.evoolution.ca/)
18:21:52	24008/24008	---M-Z	200	added ('OK')	text/css	etag:%22m9iun3qh1ddr5ei33u83la==%22	http://www.evoolution.ca/StyleSheets/ModuleStyleSheets.css	E:/evoolution/evoolution/www.evoolution.ca/StyleSheets/ModuleStyleSheets.css	(from http://www.evoolution.ca/StyleSheets/ModuleStyleSheets.css)
18:21:53	11528/11528	---M-Z	200	added ('OK')	text/css	etag:%22ewc0/mnichkw6lbs5ahu6w==%22	http://www.evoolution.ca/stylesheets/blueprint/screen.css	E:/evoolution/evoolution/www.evoolution.ca/stylesheets/blueprint/screen.css	(from http://www.evoolution.ca/stylesheets/blueprint/screen.css)
18:21:53	1314/1314	---M-Z	200	added ('OK')	text/css	etag:%22kjwyunk0stlsyvmf89qxtq==%22	http://www.evoolution.ca/stylesheets/blueprint/print.css	E:/evoolution/evoolution/www.evoolution.ca/stylesheets/blueprint/print.css	(from http://www.evoolution.ca/stylesheets/blueprint/print.css)
18:21:53	21998/21998	---M-Z	200	added ('OK')	text/css	etag:%22xece2/gjp2omizyb5ue2vg==%22	http://www.evoolution.ca/stylesheets/evoolution.css	E:/evoolution/evoolution/www.evoolution.ca/stylesheets/evoolution.css	(from http://www.evoolution.ca/stylesheets/evoolution.css)
18:21:55	19922/19922	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2019%20Mar%202018%2000:21:54%20GMT	http://use.typekit.com/pna8orj.js	E:/evoolution/evoolution/use.typekit.com/pna8orj.js	(from http://www.evoolution.ca/oils)
18:21:55	35943/35943	---MC-	200	added ('OK')	text/javascript	date:Mon,%2013%20Nov%202017%2020:19:12%20GMT	http://www.google-analytics.com/analytics.js	E:/evoolution/evoolution/www.google-analytics.com/analytics.js	(from http://www.evoolution.ca/)
18:21:55	534/534	---M-Z	200	added ('OK')	text/css	etag:W/%22027459dbcd31:0%22	http://www.evoolution.ca/CatalystStyles/Box.css?vs=b120.r513659-phase1	E:/evoolution/evoolution/www.evoolution.ca/CatalystStyles/Box5d7c.css	(from http://www.evoolution.ca/oils)
18:21:55	20941/20941	---M-Z	200	added ('OK')	image/jpeg	etag:W/%22xm1cmeu/odkyfb796nfuhg==%22	http://www.evoolution.ca/images/headers/evoolution_logo.jpg	E:/evoolution/evoolution/www.evoolution.ca/images/headers/evoolution_logo.jpg	(from http://www.evoolution.ca/images/headers/evoolution_logo.jpg)
18:21:56	1915/1915	---M-Z	200	added ('OK')	application/javascript	etag:W/%220fa138dbcd31:0%22	http://www.evoolution.ca/CatalystScripts/Java_Cookies.js?vs=b120.r513659-phase1	E:/evoolution/evoolution/www.evoolution.ca/CatalystScripts/Java_Cookies5d7c.js	(from http://www.evoolution.ca/oils)
18:21:56	18024/18024	---M-Z	200	added ('OK')	application/x-javascript	etag:d582a39f141c9bebfde4ef913955891	http://www.evoolution.ca/ajaxpro/prototype-core.ashx	E:/evoolution/evoolution/www.evoolution.ca/ajaxpro/prototype-core.js	(from http://www.evoolution.ca/oils)
18:21:56	1744/1744	---M-Z	200	added ('OK')	application/x-javascript	etag:713622bde6a71a3e11aa8ba4087f02f	http://www.evoolution.ca/ajaxpro/CMS.CatalogueRetrieve,Catalyst.Web.CMS.ashx	E:/evoolution/evoolution/www.evoolution.ca/ajaxpro/CMS.CatalogueRetrieve,Catalyst.Web.CMS.js	(from http://www.evoolution.ca/oils)
18:21:56	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/jpeg	etag:W/%22d9aujwtrfqfhn4kja61mug==%22	http://www.evoolution.ca/images/headers/new/oils_header_new.jpg	E:/evoolution/evoolution/www.evoolution.ca/images/headers/new/oils_header_new.jpg	(from http://www.evoolution.ca/oils)
18:21:57	30490/30490	---M-Z	200	added ('OK')	application/javascript	etag:W/%220fa138dbcd31:0%22	http://www.evoolution.ca/CatalystScripts/Java_OnlineShopping.js?vs=b120.r513659-phase1	E:/evoolution/evoolution/www.evoolution.ca/CatalystScripts/Java_OnlineShopping5d7c.js	(from http://www.evoolution.ca/oils)
18:21:57	15745/15745	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:21:57%20GMT	http://www.evoolution.ca/oils_/eureka-lemon-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/eureka-lemon-olive-oil.html	(from http://www.evoolution.ca/oils)
18:21:57	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22h+mgwd3bmauo5pemrfdkaa==%22	http://www.evoolution.ca/Images/oils/eureka_lemon_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/eureka_lemon_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:21:57	15855/15855	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:21:58%20GMT	http://www.evoolution.ca/oils_/persian-lime-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/persian-lime-olive-oil.html	(from http://www.evoolution.ca/oils)
18:21:58	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%221fe5hq3cc95jivhbipwela==%22	http://www.evoolution.ca/Images/oils/persian_lime_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/persian_lime_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:21:58	16008/16008	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:21:58%20GMT	http://www.evoolution.ca/oils_/blood-orange-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/blood-orange-olive-oil.html	(from http://www.evoolution.ca/oils)
18:21:58	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22snatbwhrw3/ljkgaurqxcw==%22	http://www.evoolution.ca/Images/oils/blood_orange_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/blood_orange_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:21:59	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22ek1ybcyrjzaz7igvj6vcva==%22	http://www.evoolution.ca/Images/oils/basil_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/basil_olive_oil_sm-2.png	(from http://www.evoolution.ca/oils)
18:21:59	15797/15797	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:21:59%20GMT	http://www.evoolution.ca/oils_/garlic-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/garlic-olive-oil.html	(from http://www.evoolution.ca/oils)
18:21:59	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22wmbhv5mzf0ddeam0vbrkma==%22	http://www.evoolution.ca/Images/oils/garlic_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/garlic_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:00	15877/15877	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:00%20GMT	http://www.evoolution.ca/oils_/herbs-de-provence-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/herbs-de-provence-olive-oil.html	(from http://www.evoolution.ca/oils)
18:22:00	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22ve8+uoogcqrpm4ehybohvg==%22	http://www.evoolution.ca/Images/oils/herbs_de_provence_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/herbs_de_provence_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:01	15908/15908	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:01%20GMT	http://www.evoolution.ca/oils_/tuscan-herb-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/tuscan-herb-olive-oil.html	(from http://www.evoolution.ca/oils)
18:22:01	103822/103822	---M-Z	200	added ('OK')	image/jpeg	etag:W/%229vcjvarwemjct3am1surjg==%22	http://www.evoolution.ca/images/headers/new/tastings_header_new.jpg	E:/evoolution/evoolution/www.evoolution.ca/images/headers/new/tastings_header_new.jpg	(from http://www.evoolution.ca/images/headers/new/tastings_header_new.jpg)
18:22:01	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22n9df3iuf37tihlgzrbao8w==%22	http://www.evoolution.ca/Images/oils/tuscan_herb_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/tuscan_herb_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:01	16048/16048	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:01%20GMT	http://www.evoolution.ca/oils_/wild-rosemary	E:/evoolution/evoolution/www.evoolution.ca/oils_/wild-rosemary.html	(from http://www.evoolution.ca/oils)
18:22:02	36866/36866	UR-M-Z	200	added ('Partial%20Content')	image/png	etag:W/%22w6fieusyjrzjbqkkbpsxna==%22	http://www.evoolution.ca/images/oils/wild_rosemary_olive_oil.png	E:/evoolution/evoolution/www.evoolution.ca/images/oils/wild_rosemary_olive_oil.png	(from http://www.evoolution.ca/oils)
18:22:02	15998/15998	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:02%20GMT	http://www.evoolution.ca/oils_/wild-dill	E:/evoolution/evoolution/www.evoolution.ca/oils_/wild-dill.html	(from http://www.evoolution.ca/oils)
18:22:02	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/jpeg	etag:W/%22fwlufski/qr04ikn92r3ew==%22	http://www.evoolution.ca/images/image%20coming%20soon.jpg	E:/evoolution/evoolution/www.evoolution.ca/images/image%20coming%20soon.jpg	(from http://www.evoolution.ca/oils)
18:22:03	15793/15793	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:03%20GMT	http://www.evoolution.ca/oils_/butter-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/butter-olive-oil.html	(from http://www.evoolution.ca/oils)
18:22:03	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22jkmorhk7srthn3uyt2vp0w==%22	http://www.evoolution.ca/Images/oils/butter_flavour_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/butter_flavour_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:03	15083/15083	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:04%20GMT	http://www.evoolution.ca/oils_/wild-mushroom-sage-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/wild-mushroom-sage-olive-oil.html	(from http://www.evoolution.ca/oils)
18:22:04	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22v2ulde2pxvglps8rdvo2ta==%22	http://www.evoolution.ca/Images/oils/wild_mushroom_sage_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/wild_mushroom_sage_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:04	15345/15345	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:04%20GMT	http://www.evoolution.ca/oils_/chipotle-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/chipotle-olive-oil.html	(from http://www.evoolution.ca/oils)
18:22:04	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22lj10tvhrzunbx1frvmlxwg==%22	http://www.evoolution.ca/Images/oils/chipotle_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/chipotle_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:05	16055/16055	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:05%20GMT	http://www.evoolution.ca/oils_/baklouti-green-chili-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/baklouti-green-chili-oil.html	(from http://www.evoolution.ca/oils)
18:22:05	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22ay64xbmeowox/xs/wpaadg==%22	http://www.evoolution.ca/images/oils/baklouti_green_chili_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/images/oils/baklouti_green_chili_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:06	15912/15912	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:06%20GMT	http://www.evoolution.ca/oils_/red-cayenne-chili	E:/evoolution/evoolution/www.evoolution.ca/oils_/red-cayenne-chili.html	(from http://www.evoolution.ca/oils)
18:22:06	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22jzcb5tgt2wjuux4ip5koig==%22	http://www.evoolution.ca/images/oils/cayenne_chili_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/images/oils/cayenne_chili_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:06	15850/15850	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:06%20GMT	http://www.evoolution.ca/oils_/harrisa-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/harrisa-olive-oil.html	(from http://www.evoolution.ca/oils)
18:22:07	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22mb3fds31cgbharurxstxmq==%22	http://www.evoolution.ca/Images/oils/harrisa_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/harrisa_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:07	15818/15818	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:07%20GMT	http://www.evoolution.ca/oils_/cilantro-roasted-red-onion-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/cilantro-roasted-red-onion-olive-oil.html	(from http://www.evoolution.ca/oils)
18:22:07	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22tbneapcbjyvmslpcyiv/ug==%22	http://www.evoolution.ca/Images/oils/cilantro_roasted_red_onion_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/cilantro_roasted_red_onion_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:08	15699/15699	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:08%20GMT	http://www.evoolution.ca/oils_/boort-estate-picual-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/boort-estate-picual-olive-oil.html	(from http://www.evoolution.ca/oils)
18:22:08	35913/35913	---M-Z	200	added ('OK')	image/png	etag:W/%22ie2978xre054/2kf5va3pa==%22	http://www.evoolution.ca/Images/oils/boort_estate_picual_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/boort_estate_picual_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:08	16110/16110	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:09%20GMT	http://www.evoolution.ca/oils_/coratina-olive-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/coratina-olive-oil.html	(from http://www.evoolution.ca/oils)
18:22:09	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22/yz23jfraxug53rd4r3ehw==%22	http://www.evoolution.ca/Images/oils/coratina_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/coratina_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:09	15323/15323	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:09%20GMT	http://www.evoolution.ca/oils_/hojiblanca1	E:/evoolution/evoolution/www.evoolution.ca/oils_/hojiblanca1.html	(from http://www.evoolution.ca/oils)
18:22:10	15351/15351	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:10%20GMT	http://www.evoolution.ca/oils_/picual-4	E:/evoolution/evoolution/www.evoolution.ca/oils_/picual-4.html	(from http://www.evoolution.ca/oils)
18:22:10	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22gukhheutcw+ledm/zeguca==%22	http://www.evoolution.ca/images/oils/picual_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/images/oils/picual_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:10	15255/15255	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:11%20GMT	http://www.evoolution.ca/oils_/organic-arbosana-3	E:/evoolution/evoolution/www.evoolution.ca/oils_/organic-arbosana-3.html	(from http://www.evoolution.ca/oils)
18:22:11	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22ika1k9bznl1zv+zbq3oyoq==%22	http://www.evoolution.ca/images/oils/barnea_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/images/oils/barnea_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:11	39795/39795	---M-Z	200	added ('OK')	image/png	etag:W/%22liaw/zz9l47kugu8wim/8a==%22	http://www.evoolution.ca/images/oils/hojiblanca_olive_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/images/oils/hojiblanca_olive_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:11	15369/15369	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:11%20GMT	http://www.evoolution.ca/oils_/frantoio-leccino	E:/evoolution/evoolution/www.evoolution.ca/oils_/frantoio-leccino.html	(from http://www.evoolution.ca/oils)
18:22:12	15559/15559	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:12%20GMT	http://www.evoolution.ca/oils_/white-truffle-oil-60	E:/evoolution/evoolution/www.evoolution.ca/oils_/white-truffle-oil-60.html	(from http://www.evoolution.ca/oils)
18:22:12	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22f8msysbowprhoebqghjaaw==%22	http://www.evoolution.ca/Images/oils/white_truffle_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/white_truffle_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:13	15496/15496	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:13%20GMT	http://www.evoolution.ca/oils_/black-truffle-oil-60	E:/evoolution/evoolution/www.evoolution.ca/oils_/black-truffle-oil-60.html	(from http://www.evoolution.ca/oils)
18:22:13	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%22qnqhpbltmsmcbxyvxnk6fa==%22	http://www.evoolution.ca/Images/oils/black_truffle_oil_sm.png	E:/evoolution/evoolution/www.evoolution.ca/Images/oils/black_truffle_oil_sm.png	(from http://www.evoolution.ca/oils)
18:22:13	15790/15790	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2000:22:14%20GMT	http://www.evoolution.ca/oils_/toasted-japanese-sesame-oil	E:/evoolution/evoolution/www.evoolution.ca/oils_/toasted-japanese-sesame-oil.html	(from http://www.evoolution.ca/oils)
